root pos x,root pos y,root pos z,root rot w,root rot x,root rot y,root rot z,l_hip_pitch,l_hip_roll,l_thigh,l_calf,l_ankle_pitch,l_ankle_roll,r_hip_pitch,r_hip_roll,r_thigh,r_calf,r_ankle_pitch,r_ankle_roll,l_shoulder_pitch,l_shoulder_roll,l_upper_arm,l_elbow,l_wrist,r_shoulder_pitch,r_shoulder_roll,r_upper_arm,r_elbow,r_wrist
0.037081,0.110933,0.37037,0.024797,0.073226,-0.634921,0.768699,-0.319801,0.299767,-0.103792,0.481354,-0.405899,-0.117891,-0.476342,-0.163502,-0.303587,0.481988,-0.177644,0.065915,-0.113905,0.188466,-0.800203,-1.725879,1.125866,-0.936209,0.119053,0.608243,-1.872899,-1.266478
0.032714,0.110557,0.369402,0.015531,0.070002,-0.600607,0.796323,-0.350107,0.301444,-0.184691,0.490168,-0.412554,-0.111933,-0.432584,-0.17513,-0.368953,0.511616,-0.229077,0.052515,0.06686,0.335782,-0.791291,-1.899158,1.179056,-0.753217,-0.097134,0.571838,-1.91,-1.139666
0.027026,0.111037,0.369051,0.012456,0.070208,-0.562155,0.823953,-0.413501,0.293683,-0.215073,0.535589,-0.405675,-0.091251,-0.403892,-0.186461,-0.452129,0.539324,-0.275929,0.03142,0.111414,0.373856,-0.755515,-1.91,1.166304,-0.53475,-0.312852,0.482555,-1.91,-0.987667
0.022841,0.111238,0.368125,0.019144,0.074464,-0.52867,0.845338,-0.470279,0.276994,-0.188244,0.566747,-0.399254,-0.070774,-0.407231,-0.211559,-0.511594,0.57569,-0.318028,0.018958,0.12141,0.36639,-0.763363,-1.91,1.164916,-0.209467,-0.477566,0.337623,-1.909995,-0.937616
0.021199,0.113402,0.367045,0.020977,0.073796,-0.503619,0.860512,-0.495348,0.263671,-0.179105,0.564122,-0.384133,-0.077064,-0.415201,-0.241203,-0.551511,0.623423,-0.347617,-0.000864,0.140732,0.349054,-0.641379,-1.91,1.185675,-0.088835,-0.470525,0.217462,-1.434995,-0.850143
0.021789,0.116317,0.36655,0.02067,0.073976,-0.497559,0.864023,-0.488914,0.262954,-0.162502,0.534728,-0.365797,-0.081842,-0.438586,-0.262101,-0.554647,0.65969,-0.345126,0.00243,0.120658,0.300548,-0.57801,-1.91,1.114147,-0.229076,-0.546206,0.552487,-0.870843,0.259837
0.021679,0.124712,0.365363,0.032862,0.088009,-0.49469,0.863977,-0.548445,0.243164,-0.164972,0.513558,-0.324478,-0.090559,-0.526775,-0.29734,-0.540147,0.692798,-0.317655,0.002979,0.105761,0.25243,-0.561089,-1.91,1.040767,-0.174509,-0.56945,0.506036,-0.895004,-0.086489
0.021845,0.124508,0.36526,0.03575,0.090362,-0.509748,0.854818,-0.552421,0.250468,-0.132302,0.540739,-0.342669,-0.071708,-0.562769,-0.287571,-0.503314,0.708564,-0.317597,-0.01031,0.164713,0.235302,-0.499725,-1.91,0.967684,-0.186158,-0.54581,0.482485,-0.932591,-0.008401
0.022556,0.12334,0.36517,0.035902,0.09336,-0.546292,0.831601,-0.533472,0.286424,-0.066501,0.579898,-0.378544,-0.064506,-0.604061,-0.245632,-0.433357,0.700202,-0.296699,-0.01671,0.171945,0.187405,-0.469599,-1.91,0.957902,-0.260228,-0.494396,0.565461,-0.900175,0.021983
0.023989,0.122149,0.364668,0.044545,0.097739,-0.578539,0.808551,-0.515858,0.30359,0.013034,0.603286,-0.405037,-0.052065,-0.654196,-0.222715,-0.360145,0.69074,-0.272287,-0.003332,0.144543,0.192275,-0.476387,-1.91,0.946441,-0.340513,-0.458141,0.647822,-0.863722,0.030844
0.026683,0.1218,0.364161,0.059331,0.101444,-0.613062,0.781245,-0.493781,0.30413,0.10688,0.614918,-0.429715,-0.030208,-0.723271,-0.209059,-0.273129,0.686227,-0.230412,0.023651,0.087806,0.191323,-0.551941,-1.91,0.884982,-0.434273,-0.399209,0.75309,-0.803922,0.047086
0.031912,0.111122,0.36237,0.064894,0.099984,-0.654012,0.747035,-0.420227,0.320101,0.217206,0.673331,-0.527254,-0.014882,-0.721925,-0.170888,-0.18476,0.664183,-0.234323,0.057614,0.085428,0.162146,-0.50874,-1.91,0.88874,-0.518247,-0.3344,0.797267,-0.76798,0.051822
0.039732,0.103869,0.359772,0.064096,0.096912,-0.721855,0.682221,-0.2976,0.336576,0.410654,0.733261,-0.641497,0.00824,-0.741439,-0.095917,-0.020123,0.61972,-0.187856,0.103751,0.129606,0.137727,-0.447763,-1.91,0.964024,-0.661637,-0.155518,0.892226,-0.687792,0.036074
0.043126,0.101399,0.35687,0.061684,0.08931,-0.789113,0.604582,-0.150524,0.336924,0.639223,0.741719,-0.70275,-0.007485,-0.768286,0.00063,0.153556,0.577766,-0.116981,0.137584,0.145327,0.153885,-0.391977,-1.91,0.996241,-0.72464,-0.010902,0.958535,-0.732183,-0.017191
0.046032,0.097864,0.355408,0.057149,0.074649,-0.840425,0.533712,0.026808,0.2658,0.856101,0.646374,-0.701779,-0.060386,-0.762891,0.074539,0.303504,0.545613,-0.07019,0.156985,0.053748,0.257624,-0.415169,-1.91,1.041913,-0.647101,-0.030037,0.951936,-0.988599,-0.145398
0.040619,0.106827,0.354842,0.054501,0.045956,-0.871618,0.484974,0.1341,0.194222,0.983914,0.53943,-0.618129,-0.125321,-0.779267,0.139916,0.404761,0.562765,-0.016005,0.146729,-0.204738,0.386757,-0.468353,-1.91,0.881638,-0.379408,-0.220985,0.872632,-1.449535,-0.328592
0.054103,0.10247,0.355953,0.08088,-0.000638,-0.84309,0.531655,0.123925,-0.009825,0.859237,0.399378,-0.581346,-0.077981,-0.783229,-0.067215,0.416128,0.614614,-0.09358,0.203682,-0.916524,0.070981,-0.852048,-1.333975,0.443152,-0.03298,-0.371953,0.48389,-1.765291,-0.540975
0.058996,0.103717,0.356481,0.106245,-0.002219,-0.807203,0.58063,0.029252,-0.042665,0.73892,0.398826,-0.566815,-0.034385,-0.812426,-0.187672,0.355491,0.624025,-0.126232,0.220276,-1.58077,-0.36,-1.330804,-0.448793,-0.641664,0.180279,-0.288477,0.218323,-1.877849,-0.654971
0.063021,0.101372,0.355025,0.106025,-0.017978,-0.828956,0.548878,0.088647,-0.117369,0.79931,0.351436,-0.573528,-0.012541,-0.844162,-0.161615,0.453005,0.661399,-0.11863,0.237853,-1.507766,-0.36,-1.016408,-0.38514,-0.124889,0.18411,-0.353813,0.278639,-1.868546,-0.636333
0.067158,0.098127,0.353644,0.109064,-0.020685,-0.836149,0.537152,0.113682,-0.166341,0.820109,0.306459,-0.571477,-0.009298,-0.861708,-0.162953,0.488707,0.675553,-0.128598,0.260265,-1.445762,-0.36,-1.128192,-0.469497,-0.403806,0.131097,-0.388717,0.383472,-1.869054,-0.581088
0.067864,0.098457,0.352873,0.113361,-0.023987,-0.832798,0.541314,0.118962,-0.193733,0.807031,0.270997,-0.567006,0.003176,-0.872747,-0.178545,0.49777,0.685883,-0.139002,0.261467,-1.394341,-0.36,-1.074782,-0.451806,-0.328389,0.126799,-0.39722,0.409992,-1.86332,-0.622467
0.068002,0.098522,0.352464,0.118805,-0.023728,-0.820798,0.558223,0.109948,-0.20088,0.760153,0.249264,-0.565164,0.016949,-0.884434,-0.210383,0.481592,0.70627,-0.155174,0.269011,-1.361185,-0.36,-1.094796,-0.488692,-0.289365,0.121997,-0.42696,0.404769,-1.863557,-0.640738
0.067587,0.096807,0.352146,0.121306,-0.018367,-0.816025,0.564846,0.108529,-0.1944,0.746145,0.236116,-0.56067,0.004155,-0.897636,-0.213815,0.467855,0.733725,-0.173727,0.270654,-1.341383,-0.36,-1.118806,-0.503163,-0.284121,0.093647,-0.45637,0.442775,-1.843657,-0.595113
0.066625,0.094642,0.351912,0.120286,-0.013941,-0.810073,0.573688,0.113831,-0.180739,0.727556,0.228998,-0.559391,-0.006466,-0.903671,-0.21409,0.449167,0.774551,-0.204907,0.263939,-1.322378,-0.36,-1.099683,-0.508152,-0.291539,0.074053,-0.466911,0.474449,-1.806345,-0.548796
0.065117,0.092172,0.351931,0.119165,-0.014131,-0.796985,0.591959,0.116648,-0.166432,0.685613,0.233355,-0.560837,-0.007528,-0.889722,-0.237655,0.424454,0.806036,-0.253775,0.244845,-1.294378,-0.36,-1.061462,-0.532359,-0.292903,0.069297,-0.463862,0.496523,-1.757023,-0.533546
0.062847,0.089792,0.352635,0.117261,-0.017633,-0.782885,0.610762,0.110474,-0.144594,0.639891,0.267385,-0.56585,-0.001111,-0.8529,-0.273387,0.385139,0.817762,-0.303187,0.227167,-1.250695,-0.36,-1.026242,-0.570226,-0.289919,0.068131,-0.444212,0.540499,-1.698124,-0.578293
0.059667,0.08627,0.355757,0.117442,-0.016275,-0.765684,0.632195,0.058729,-0.095373,0.604953,0.373065,-0.570258,0.002087,-0.816904,-0.302009,0.331799,0.824505,-0.333844,0.195209,-1.178748,-0.36,-0.951561,-0.643825,-0.250513,0.024719,-0.426674,0.629649,-1.61085,-0.565912
0.055275,0.08469,0.360262,0.120511,-0.007826,-0.747308,0.653411,-0.09552,0.010876,0.558061,0.637412,-0.579927,0.003826,-0.777157,-0.317182,0.271426,0.790287,-0.340607,0.156619,-1.118218,-0.36,-0.90793,-0.745738,-0.164984,-0.068427,-0.364995,0.754437,-1.487485,-0.527866
0.052161,0.080331,0.365413,0.130242,0.000591,-0.720693,0.68091,-0.329791,0.112107,0.4605,0.968179,-0.503327,-0.006806,-0.739992,-0.353266,0.199562,0.769342,-0.367698,0.106779,-1.114067,-0.36,-0.91891,-0.885834,0.012164,-0.216719,-0.307965,0.914616,-1.375378,-0.41746
0.049433,0.076036,0.368609,0.13687,0.018315,-0.695734,0.704901,-0.592305,0.205965,0.378039,1.23835,-0.354443,-0.01432,-0.720734,-0.362438,0.114309,0.766824,-0.394558,0.048027,-1.147627,-0.36,-0.942415,-1.036973,0.196922,-0.425008,-0.174507,1.093043,-1.29309,-0.363825
0.048334,0.078158,0.368312,0.13797,0.037142,-0.683058,0.716252,-0.73693,0.257032,0.355487,1.294829,-0.341851,-0.02825,-0.740026,-0.347045,0.073142,0.767087,-0.384367,0.023741,-1.19829,-0.36,-0.921118,-1.169975,0.387379,-0.660857,0.018837,1.231643,-1.212572,-0.402763
0.044252,0.08368,0.367495,0.134896,0.055523,-0.673979,0.724205,-0.801747,0.320272,0.420567,1.211735,-0.347718,-0.003448,-0.757214,-0.318098,0.025269,0.745942,-0.349557,0.013467,-1.280131,-0.36,-0.874941,-1.271227,0.552256,-0.919883,0.285814,1.20874,-1.068564,-0.579165
0.04479,0.082255,0.361549,0.079523,0.011217,-0.688664,0.720619,-0.620283,0.383979,0.515923,1.123326,-0.419979,-0.042705,-0.621893,-0.311329,0.025751,0.80124,-0.378529,0.093683,-1.237212,-0.36,-0.816063,-1.307441,0.621596,-0.935504,0.36,1.130499,-1.083534,-0.721045
0.048956,0.074509,0.3603,0.067762,0.006527,-0.676867,0.732951,-0.602929,0.385007,0.49567,0.979607,-0.33157,-0.098946,-0.55792,-0.345634,0.012632,0.813317,-0.394601,0.167836,-1.273594,-0.36,-0.788376,-1.381756,0.679715,-0.989703,0.36,0.988797,-1.125204,-0.856489
0.055544,0.066004,0.363177,0.070346,-0.009663,-0.659243,0.74857,-0.588616,0.321337,0.422069,0.815736,-0.176379,-0.130697,-0.492569,-0.423002,0.066413,0.795324,-0.378487,0.252846,-1.322146,-0.36,-0.727313,-1.44523,0.789369,-1.054085,0.36,0.881084,-1.098711,-0.977299
0.060987,0.058152,0.366484,0.087777,0.00679,-0.638795,0.764323,-0.661065,0.283475,0.351317,0.703238,-0.03131,-0.109921,-0.496552,-0.463122,0.114647,0.767062,-0.353377,0.296984,-1.427099,-0.36,-0.709723,-1.500178,0.824064,-1.156243,0.36,0.782841,-1.101861,-1.060462
0.068108,0.056527,0.368693,0.104133,0.022822,-0.627231,0.771503,-0.732193,0.247974,0.31268,0.628548,0.113053,-0.07531,-0.504083,-0.500618,0.147622,0.693343,-0.309132,0.323482,-1.521872,-0.36,-0.68365,-1.507847,0.797738,-1.239261,0.36,0.731134,-1.13044,-1.153376
0.074928,0.061314,0.365502,0.098849,0.014384,-0.618504,0.779406,-0.7466,0.207957,0.236319,0.613171,0.144055,-0.068873,-0.47328,-0.539454,0.144598,0.671783,-0.308798,0.330536,-1.534097,-0.36,-0.665521,-1.517424,0.791337,-1.240472,0.36,0.674244,-1.125775,-1.164801
0.084851,0.059715,0.35914,0.098075,0.011345,-0.610829,0.785583,-0.699902,0.160421,0.241974,0.614615,-0.006793,-0.03125,-0.450976,-0.584352,0.082952,0.723751,-0.394029,0.31164,-1.510601,-0.36,-0.687901,-1.516954,0.790907,-1.213191,0.36,0.643921,-1.145755,-1.16031
0.093502,0.066109,0.352512,0.083758,-0.004619,-0.6127,0.785851,-0.691989,0.137445,0.242854,0.696331,-0.133186,0.025488,-0.424672,-0.612824,0.0124,0.770629,-0.454098,0.260732,-1.440981,-0.36,-0.711658,-1.497247,0.743359,-1.096269,0.36,0.62275,-1.192484,-1.131937
0.099734,0.065341,0.347967,0.084291,-0.004464,-0.6077,0.789668,-0.74156,0.123507,0.244832,0.799236,-0.200247,0.059828,-0.439815,-0.636333,-0.008947,0.841136,-0.525095,0.215949,-1.357903,-0.36,-0.776273,-1.484833,0.686984,-0.950928,0.36,0.611973,-1.230419,-1.095352
0.105325,0.055523,0.341808,0.10664,0.005957,-0.598387,0.794057,-0.805325,0.096061,0.248577,0.894641,-0.273065,0.058061,-0.506286,-0.692386,0.014302,0.949964,-0.609117,0.230222,-1.255747,-0.276816,-0.916583,-1.525545,0.491624,-0.728607,0.258504,0.612784,-1.310743,-1.023208
0.107576,0.049136,0.340553,0.111084,-0.001184,-0.624472,0.773107,-0.777695,0.130921,0.30981,0.967365,-0.349054,0.059439,-0.540722,-0.691753,0.098389,0.951079,-0.612308,0.255702,-0.973986,0.162956,-1.012373,-1.789627,0.312115,-0.327908,0.042591,0.598469,-1.471772,-1.137827
0.10886,0.050716,0.342803,0.103095,-0.001213,-0.668501,0.73653,-0.752619,0.222442,0.382404,1.030489,-0.38257,0.04947,-0.595901,-0.622987,0.211872,0.888353,-0.546599,0.248366,-0.618818,0.682381,-0.976934,-1.90997,0.120374,0.093063,-0.171944,0.548174,-1.628495,-1.358925
0.108619,0.048889,0.342184,0.10526,0.015574,-0.708867,0.69727,-0.74062,0.318665,0.456262,1.078703,-0.435013,0.039859,-0.689468,-0.537152,0.319456,0.869856,-0.514544,0.250783,-0.389141,0.985472,-0.913044,-1.667788,-0.312048,0.318562,-0.287177,0.477658,-1.768367,-1.517701
0.106349,0.049527,0.341944,0.103422,0.030307,-0.745481,0.657757,-0.725113,0.414962,0.517012,1.120014,-0.473726,0.051789,-0.769774,-0.430245,0.408192,0.87287,-0.484342,0.225984,-0.176518,1.203289,-0.937469,-1.37579,-0.625214,0.308507,-0.352957,0.482783,-1.91,-1.431358
0.10296,0.042782,0.336278,0.08021,0.063604,-0.775054,0.623548,-0.728633,0.578997,0.508375,1.247407,-0.569192,0.036074,-0.8034,-0.279287,0.434719,0.935525,-0.529139,0.190319,0.129526,1.436082,-0.652874,-1.314296,-0.425015,0.199128,-0.241985,0.560482,-1.91,-1.53688
0.100609,0.044766,0.333961,0.083713,0.067733,-0.781418,0.614646,-0.755824,0.607725,0.504041,1.277998,-0.57546,0.046096,-0.846424,-0.24839,0.469094,0.960766,-0.529065,0.200045,0.101506,1.399684,-0.645905,-1.260725,-0.403592,0.17304,-0.196162,0.576755,-1.91,-1.532246
0.099459,0.041037,0.332364,0.079743,0.066213,-0.774157,0.62445,-0.765204,0.602366,0.47696,1.302355,-0.594358,0.055184,-0.828537,-0.261721,0.444426,1.000982,-0.570209,0.199434,0.115008,1.41979,-0.650087,-1.259345,-0.404175,0.160658,-0.164576,0.579512,-1.91,-1.480501
0.095762,0.035417,0.328991,0.074213,0.083552,-0.757125,0.643641,-0.846277,0.626378,0.373984,1.348753,-0.610819,0.024275,-0.807623,-0.254302,0.36495,1.05686,-0.635046,0.170416,0.122726,1.479866,-0.618788,-1.290544,-0.422318,0.061924,-0.139064,0.59278,-1.91,-1.425128
0.095774,0.03237,0.329975,0.072712,0.082258,-0.724391,0.680592,-0.895307,0.551816,0.288429,1.323645,-0.587302,0.026826,-0.73529,-0.316593,0.270449,1.066572,-0.68812,0.135213,0.09351,1.477179,-0.592046,-1.366346,-0.467619,0.037925,-0.131056,0.574918,-1.91,-1.355483
0.093015,0.028098,0.330501,0.071484,0.08035,-0.667058,0.737202,-0.955111,0.44608,0.175169,1.274706,-0.529807,-0.008749,-0.60608,-0.401767,0.100034,1.069955,-0.753975,0.124328,-0.052302,1.327077,-0.554427,-1.457951,-0.4673,0.025431,-0.108213,0.537212,-1.91,-1.336631
0.095961,0.026308,0.333047,0.107404,0.038452,-0.542767,0.8321,-0.952025,0.105649,0.091458,1.095014,-0.380351,0.017674,-0.308529,-0.657705,-0.232562,1.036228,-0.829297,0.174362,-0.820454,0.43036,-1.095661,-0.970722,-0.348773,0.007745,-0.215074,0.366895,-1.91,-1.306412
0.092644,0.030538,0.330244,0.0935,0.052366,-0.44106,0.891056,-1.058554,-0.045816,-0.089618,1.050811,-0.258605,0.00238,-0.102687,-0.632195,-0.535052,1.024293,-0.860484,0.17405,-0.869563,0.141755,-0.939895,-0.983152,-0.082173,-0.176919,-0.250915,0.3036,-1.91,-1.243203
0.089656,0.030148,0.328112,0.062115,0.057978,-0.385428,0.918817,-1.093814,-0.102858,-0.225587,1.063321,-0.22211,-0.022761,0.039604,-0.521537,-0.70739,0.978346,-0.874229,0.154076,-0.629719,0.136116,-0.730603,-1.269642,0.239127,-0.425057,-0.257269,0.321022,-1.91,-1.166447
0.088217,0.027326,0.32876,0.010025,0.066227,-0.38242,0.921558,-1.093776,-0.037332,-0.334541,1.123294,-0.262578,-0.064879,0.093551,-0.351649,-0.71768,0.893252,-0.849264,0.093759,-0.283161,0.259396,-0.520018,-1.567773,0.562722,-0.962475,-0.041421,0.266207,-1.114716,-0.715058
0.0874,0.025471,0.328377,-0.017168,0.072263,-0.369103,0.926416,-1.103629,-0.025205,-0.41191,1.150822,-0.279305,-0.082754,0.134287,-0.265466,-0.720427,0.833693,-0.815044,0.106159,-0.03167,0.275561,-0.373759,-1.712262,0.624806,-1.277618,-0.064592,0.799751,-0.60177,0.332772
0.083973,0.021242,0.323015,-0.051209,0.083516,-0.297748,0.949605,-1.154115,-0.110798,-0.592931,1.179154,-0.249936,-0.160729,0.231776,-0.112508,-0.793487,0.754698,-0.817863,0.101899,0.042795,0.365233,-0.362062,-1.744528,0.580515,-1.198322,-0.238139,0.854881,-0.658767,0.041886
0.082927,0.016189,0.320915,-0.054193,0.090087,-0.255317,0.961125,-1.168669,-0.169121,-0.662202,1.168705,-0.234545,-0.191042,0.270904,-0.055738,-0.810159,0.714735,-0.81785,0.105409,0.078082,0.386395,-0.356804,-1.794104,0.523486,-1.151294,-0.355003,0.833386,-0.683351,0.080966
0.081558,0.013551,0.320525,-0.057288,0.095449,-0.251191,0.961515,-1.176651,-0.157863,-0.683688,1.162661,-0.237764,-0.212093,0.270646,-0.025158,-0.794692,0.689877,-0.823116,0.093239,0.143872,0.352634,-0.287829,-1.818786,0.519528,-1.123865,-0.378289,0.820238,-0.697914,0.120734
0.080673,0.015464,0.318522,-0.063328,0.103364,-0.248859,0.960924,-1.199629,-0.159758,-0.708459,1.165682,-0.235301,-0.222202,0.26502,0.007751,-0.82141,0.666608,-0.840188,0.076427,0.172363,0.35379,-0.269758,-1.840322,0.455023,-1.103798,-0.401245,0.845506,-0.700188,0.123303
0.080529,0.017121,0.316448,-0.062341,0.112439,-0.250236,0.959611,-1.229843,-0.168533,-0.717126,1.176132,-0.232699,-0.224576,0.254042,0.024083,-0.848098,0.645288,-0.863599,0.058872,0.173107,0.370286,-0.265137,-1.861494,0.390007,-1.109604,-0.413492,0.86114,-0.699563,0.134634
0.080687,0.016863,0.315871,-0.058883,0.118244,-0.25655,0.957462,-1.25057,-0.166495,-0.711206,1.191439,-0.235592,-0.221574,0.233994,0.006408,-0.823652,0.657818,-0.867471,0.068965,0.166484,0.372784,-0.282214,-1.859665,0.341186,-1.120883,-0.40729,0.851727,-0.675482,0.130661
0.080188,0.016378,0.315052,-0.055715,0.120896,-0.261139,0.956079,-1.265644,-0.167543,-0.705348,1.20741,-0.241755,-0.213597,0.215435,-0.016787,-0.799158,0.682745,-0.872439,0.090913,0.157724,0.386271,-0.29037,-1.848702,0.327313,-1.124869,-0.409817,0.877067,-0.663763,0.138871
0.080839,0.017134,0.313738,-0.049131,0.116142,-0.267002,0.955409,-1.270523,-0.175419,-0.678209,1.231442,-0.25112,-0.200025,0.22194,-0.048013,-0.801591,0.695843,-0.886611,0.11173,0.161737,0.431427,-0.29658,-1.828501,0.295074,-1.1046,-0.426301,0.907803,-0.694816,0.163866
0.083069,0.016993,0.313176,-0.040159,0.1126,-0.280036,0.952517,-1.275173,-0.171294,-0.632366,1.264684,-0.275529,-0.173991,0.223622,-0.089106,-0.784886,0.702331,-0.888472,0.138311,0.180627,0.494314,-0.280185,-1.826052,0.270704,-1.058605,-0.466174,0.933586,-0.819999,0.207998
0.087316,0.016538,0.314263,-0.026443,0.108728,-0.300651,0.947147,-1.269397,-0.154724,-0.56167,1.293816,-0.308928,-0.133786,0.218365,-0.149582,-0.755042,0.706009,-0.873312,0.173793,0.215812,0.596483,-0.261084,-1.837557,0.275897,-0.990719,-0.533111,0.943324,-1.019013,0.276523
0.09445,0.03996,0.319448,0.009341,0.075775,-0.311796,0.947077,-1.215903,-0.231047,-0.379443,1.202339,-0.21339,-0.014782,0.178695,-0.387202,-0.759216,0.817012,-0.805969,0.246178,0.310736,0.740861,-0.305513,-1.898748,0.261759,-0.67469,-0.8224,0.796432,-1.441571,0.307743
0.102903,0.044341,0.323853,0.021468,0.0701,-0.356199,0.93153,-1.178344,-0.180839,-0.280226,1.196956,-0.246494,0.04341,0.104631,-0.487713,-0.687588,0.866844,-0.746217,0.26529,0.331857,0.901406,-0.301399,-1.861535,0.178886,-0.515816,-0.889628,0.682468,-1.715467,0.283155
0.116811,0.045819,0.330907,0.041645,0.072284,-0.420579,0.903412,-1.121295,-0.105966,-0.143159,1.179705,-0.313158,0.11335,-0.025899,-0.593283,-0.588771,0.90671,-0.635191,0.284502,0.316977,1.047424,-0.289016,-1.816798,0.094405,-0.455201,-0.859788,0.669792,-1.883731,0.250675
0.13513,0.048748,0.33903,0.055001,0.073004,-0.485729,0.869317,-1.039912,-0.046744,0.008198,1.144952,-0.373521,0.194195,-0.195676,-0.684908,-0.507814,0.973513,-0.489881,0.256864,0.276312,1.188097,-0.310363,-1.763972,0.026718,-0.420897,-0.768605,0.701084,-1.91,0.202264
0.154642,0.048557,0.346639,0.066162,0.069225,-0.548265,0.830804,-0.932953,-0.009612,0.15728,1.0943,-0.440111,0.257712,-0.369365,-0.76518,-0.513614,1.062256,-0.349631,0.164327,0.249483,1.329707,-0.306137,-1.735079,-0.036934,-0.363335,-0.689871,0.724629,-1.91,0.150928
0.172246,0.045914,0.352935,0.076325,0.07105,-0.612257,0.783753,-0.827554,0.024786,0.305128,1.024137,-0.49976,0.287687,-0.556523,-0.795091,-0.535745,1.116324,-0.238112,0.039631,0.203866,1.462459,-0.291287,-1.708802,-0.12069,-0.288669,-0.631971,0.727891,-1.91,0.097434
0.180289,0.044638,0.357082,0.073544,0.06737,-0.6726,0.733254,-0.725141,0.080813,0.4266,0.971353,-0.540497,0.276458,-0.700437,-0.726819,-0.516741,1.13574,-0.188176,-0.021924,0.174918,1.598384,-0.268561,-1.697139,-0.205531,-0.192228,-0.580072,0.718869,-1.91,0.024992
0.180725,0.040761,0.359161,0.080272,0.072033,-0.720929,0.684565,-0.648595,0.130326,0.523801,0.912663,-0.561496,0.238308,-0.825565,-0.591443,-0.425637,1.11733,-0.166832,0.026732,0.096284,1.713097,-0.242299,-1.721219,-0.347292,-0.13161,-0.543484,0.682977,-1.91,-0.047723
0.182765,0.041216,0.360694,0.078906,0.075701,-0.770528,0.627957,-0.585395,0.195753,0.629992,0.893708,-0.578189,0.202937,-0.897787,-0.424568,-0.346946,1.023253,-0.105648,0.080328,0.016754,1.789121,-0.215522,-1.753804,-0.527367,-0.065359,-0.498348,0.665623,-1.91,-0.154022
0.188845,0.037707,0.361417,0.073132,0.069489,-0.815282,0.570208,-0.492578,0.227506,0.73966,0.888179,-0.608764,0.176474,-0.931371,-0.309585,-0.30156,0.962123,-0.066266,0.075913,-0.030942,1.811609,-0.169089,-1.787642,-0.592236,-0.011897,-0.49744,0.654259,-1.91,-0.187237
0.194034,0.033941,0.364622,0.070695,0.062611,-0.852262,0.514521,-0.402653,0.239436,0.796816,0.852813,-0.601353,0.130043,-0.932233,-0.205102,-0.237924,0.846653,0.01941,0.07889,-0.088771,1.777531,-0.091491,-1.850418,-0.633163,0.019195,-0.497714,0.643956,-1.91,-0.242638
0.19767,0.035663,0.368281,0.068652,0.051995,-0.885228,0.457115,-0.333968,0.258131,0.801837,0.808937,-0.543245,0.066633,-0.938103,-0.104295,-0.12163,0.711393,0.175679,0.090093,-0.161707,1.693381,-0.01206,-1.91,-0.65107,0.040213,-0.515788,0.629832,-1.91,-0.27634
0.201662,0.029091,0.371314,0.06801,0.042522,-0.906936,0.413562,-0.256416,0.241726,0.750431,0.751002,-0.513275,-0.001247,-0.918065,-0.053714,-0.007595,0.595227,0.336201,0.096338,-0.300262,1.522943,-0.002839,-1.91,-0.620942,0.045122,-0.516579,0.597441,-1.91,-0.294029
0.203071,0.024923,0.373784,0.072599,0.024027,-0.916132,0.393516,-0.197034,0.190261,0.641196,0.652921,-0.458315,-0.050818,-0.868396,-0.058617,0.124526,0.500272,0.389337,0.128275,-0.668528,1.158389,-0.257096,-1.91,-0.58824,0.065084,-0.514464,0.531397,-1.91,-0.327771
0.210508,0.00387,0.370575,0.079132,-0.010226,-0.909672,0.407592,-0.077354,0.019887,0.482833,0.483122,-0.465285,-0.055068,-0.783978,-0.215648,0.221699,0.489381,0.236782,0.255304,-1.103867,0.46789,-0.390278,-1.596592,-0.229511,0.113208,-0.511625,0.399288,-1.91,-0.429323
0.215136,-0.000608,0.365426,0.073993,-0.016392,-0.906021,0.416392,-0.014516,-0.016241,0.407538,0.392647,-0.482235,-0.072973,-0.684142,-0.274623,0.172225,0.393127,0.157451,0.269372,-1.415714,-0.128313,0.024408,-1.138083,0.27098,0.163709,-0.397371,0.291068,-1.91,-0.675043
0.217326,-0.002436,0.359623,0.07722,-0.026671,-0.915385,0.394203,0.05614,-0.082718,0.45562,0.294906,-0.509006,-0.058879,-0.682703,-0.277666,0.189255,0.380146,0.087015,0.245236,-1.447731,-0.225965,0.194085,-1.109399,0.114454,0.175862,-0.308658,0.31118,-1.91,-0.911306
0.21988,-0.003227,0.355743,0.086069,-0.037884,-0.929046,0.357812,0.069469,-0.154801,0.52017,0.276049,-0.554404,0.018164,-0.728846,-0.255823,0.259118,0.382899,0.06165,0.206199,-1.429501,-0.109863,0.009075,-1.1242,-0.007035,0.136181,-0.332393,0.365628,-1.91,-0.934155
0.222524,-0.006372,0.353549,0.092903,-0.045002,-0.936147,0.336115,0.044703,-0.189323,0.556624,0.32788,-0.59568,0.061684,-0.797917,-0.247626,0.339683,0.436014,0.063659,0.233611,-1.421426,-0.087382,-0.016433,-1.152895,0.033587,0.134011,-0.341145,0.381466,-1.91,-0.953815
0.22501,-0.007428,0.353127,0.096651,-0.053874,-0.935904,0.334425,0.020552,-0.204192,0.557753,0.368912,-0.598708,0.055617,-0.826878,-0.266587,0.360285,0.460001,0.078592,0.262396,-1.431159,-0.095857,-0.025946,-1.151045,0.068302,0.170238,-0.325386,0.365477,-1.91,-1.072
