root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,l_hip_pitch,l_hip_roll,l_thigh,l_calf,l_ankle_pitch,l_ankle_roll,r_hip_pitch,r_hip_roll,r_thigh,r_calf,r_ankle_pitch,r_ankle_roll,l_shoulder_pitch,l_shoulder_roll,l_upper_arm,l_elbow,l_wrist,r_shoulder_pitch,r_shoulder_roll,r_upper_arm,r_elbow,r_wrist
-0.380778,0.143258,0.35279,0.05178,0.312961,-0.310467,0.896094,-0.482888,0.042335,0.28348,0.464204,0.018102,-0.109069,-1.403247,0.248074,0.112489,0.8965,-0.117654,-0.104599,-0.51978,0.582234,0.01269,-0.760788,-0.125503,-0.003398,-0.242433,-0.168882,-0.707479,-0.044039
-0.361645,0.135256,0.347541,0.051149,0.299007,-0.307358,0.901948,-0.506716,0.044029,0.29022,0.65007,0.188057,-0.100558,-1.334612,0.235841,0.142674,0.967548,-0.239069,-0.14376,-0.462495,0.60422,0.081122,-0.752497,-0.112269,-0.011315,-0.241499,-0.190991,-0.734702,-0.050835
-0.34081,0.12673,0.342571,0.055095,0.279881,-0.298486,0.910789,-0.571102,0.032976,0.273981,0.91004,0.354018,-0.110485,-1.2686,0.200105,0.166882,1.060515,-0.322359,-0.153308,-0.37315,0.656478,0.132396,-0.74093,-0.048386,-0.008114,-0.282754,-0.18708,-0.789572,-0.110579
-0.322174,0.119863,0.338258,0.062022,0.277559,-0.294509,0.912348,-0.70749,0.039184,0.285533,1.188406,0.400199,-0.145986,-1.258121,0.173706,0.178327,1.170815,-0.355286,-0.130323,-0.319915,0.720076,0.214167,-0.714653,-0.021326,-0.072065,-0.319765,-0.186542,-0.843125,-0.109752
-0.303624,0.113381,0.337927,0.067588,0.274676,-0.283545,0.91629,-0.865344,0.060508,0.294898,1.43036,0.351459,-0.157127,-1.200211,0.115113,0.179653,1.214878,-0.369236,-0.11201,-0.267034,0.784001,0.314346,-0.646841,0.007461,-0.155959,-0.354518,-0.184085,-0.88526,-0.084717
-0.284585,0.107257,0.339697,0.072047,0.267515,-0.270974,0.921856,-1.030281,0.081947,0.290818,1.59876,0.057873,-0.110781,-1.095165,0.038078,0.175887,1.185582,-0.381489,-0.103111,-0.238079,0.864359,0.396749,-0.567308,-0.03037,-0.235884,-0.391378,-0.157845,-0.943303,-0.061281
-0.262699,0.10133,0.344404,0.073308,0.25423,-0.25484,0.93008,-1.161542,0.074526,0.27253,1.627868,0.002415,-0.070028,-0.920656,-0.060733,0.137323,1.054625,-0.417376,-0.044707,-0.191396,0.951129,0.473592,-0.455214,-0.000924,-0.260594,-0.42958,-0.159968,-1.024908,-0.028331
-0.238312,0.096113,0.353845,0.076036,0.240859,-0.235358,0.938516,-1.262994,0.042323,0.244008,1.538497,-0.080204,-0.010069,-0.709876,-0.179845,0.055361,0.844342,-0.392251,0.099299,-0.177797,1.021401,0.563951,-0.327331,-0.013139,-0.236192,-0.464379,-0.169482,-1.134544,-0.024794
-0.211104,0.088354,0.366063,0.062607,0.209078,-0.208881,0.953276,-1.296704,-0.001525,0.180144,1.354321,0.014261,0.054102,-0.440022,-0.249579,-0.105532,0.605906,-0.083308,0.241842,-0.135533,1.120472,0.638317,-0.192889,-0.031195,-0.14905,-0.484,-0.192862,-1.201458,-0.046137
-0.183082,0.081414,0.375017,0.044044,0.181356,-0.185882,0.964685,-1.291114,-0.015307,0.118377,1.106978,-0.018041,0.024621,-0.218299,-0.28503,-0.26825,0.450445,0.163887,0.419213,-0.130385,1.19918,0.670249,-0.113036,-0.072113,-0.094855,-0.500992,-0.136813,-1.199758,-0.047592
-0.152027,0.072156,0.37523,0.014512,0.142219,-0.162892,0.976232,-1.212649,-0.02794,0.018451,0.779861,0.218956,-0.0046,-0.012174,-0.26318,-0.283066,0.485548,0.379847,0.313147,-0.149593,1.32863,0.574672,-0.027297,-0.080587,-0.024276,-0.512566,-0.078404,-1.158172,0.022554
-0.120717,0.06237,0.379034,-0.008817,0.10757,-0.147841,0.983104,-1.150639,-0.005158,0.009232,0.52411,0.256677,-0.085415,0.131182,-0.256702,-0.23339,0.694646,0.468696,0.257321,-0.133169,1.434904,0.512805,0.024126,-0.104245,0.024223,-0.524667,0.005201,-1.102982,0.076166
-0.090706,0.054174,0.379477,-0.026574,0.071536,-0.140455,0.987142,-1.077429,0.024341,0.107488,0.372033,0.334012,-0.150127,0.237752,-0.301951,-0.201464,0.934092,0.557323,0.18205,-0.137769,1.526747,0.42081,0.056606,-0.127968,0.069864,-0.52301,0.049918,-1.014395,0.129673
-0.062097,0.048054,0.382059,-0.034102,0.026116,-0.134053,0.990043,-1.008767,0.022323,0.238925,0.404311,0.415225,-0.148198,0.296268,-0.375468,-0.138998,1.19489,0.623337,0.116028,-0.144058,1.595823,0.346964,0.062713,-0.134278,0.155348,-0.535132,-0.020885,-0.903871,0.126572
-0.032459,0.045742,0.374975,-0.029266,-0.021864,-0.139765,0.989511,-0.925391,-0.069625,0.150972,0.507948,0.393149,0.035817,0.276883,-0.480908,-0.035006,1.411432,0.500078,0.058532,-0.130276,1.61972,0.30494,0.056141,-0.109535,0.26285,-0.565936,-0.164278,-0.768762,0.084953
-0.010253,0.046233,0.356599,-0.02711,-0.060243,-0.150107,0.98646,-0.908408,-0.046001,0.311622,0.78291,0.23704,0.202218,0.115396,-0.584019,0.108735,1.575126,0.361994,-0.001623,-0.164615,1.603389,0.270181,0.019133,-0.088912,0.327971,-0.583369,-0.369902,-0.598404,0.024148
0.008141,0.04946,0.350746,-0.021755,-0.036685,-0.157339,0.986623,-1.013811,-0.021257,0.341594,1.014518,0.054616,0.238134,-0.241392,-0.565095,0.257632,1.567201,0.170653,-0.043506,-0.187261,1.516589,0.373669,-0.037674,-0.041283,0.347105,-0.562005,-0.630115,-0.484405,-0.083002
0.02702,0.052855,0.352108,-0.016617,-0.001093,-0.180091,0.983509,-1.051584,0.026557,0.410872,1.08749,-0.038915,0.220463,-0.672003,-0.498589,0.353035,1.278774,-0.002341,-0.07262,-0.145037,1.365682,0.429218,-0.119927,-0.043453,0.380232,-0.50559,-0.709956,-0.48048,-0.162702
0.043934,0.053511,0.35583,-0.011154,0.020796,-0.208098,0.977823,-1.050188,0.062415,0.458751,1.080071,0.02123,0.310594,-0.902505,-0.31257,0.242956,0.697908,0.239394,-0.225476,-0.190444,1.235756,0.325421,-0.226603,-0.177983,0.397921,-0.465528,-0.693041,-0.514995,-0.231195
0.057293,0.053351,0.359492,-0.015375,0.02712,-0.228679,0.973003,-1.020025,0.116032,0.508741,1.051029,0.0003,0.264643,-1.079757,-0.117782,0.039046,0.441121,0.250968,-0.226272,-0.237762,1.136787,0.187526,-0.405409,-0.203572,0.42861,-0.454308,-0.693318,-0.514882,-0.192712
0.070536,0.050093,0.365023,-0.03278,0.031515,-0.243594,0.968811,-0.981066,0.191727,0.536331,1.017364,-0.064901,0.19879,-1.250899,0.17928,0.087738,0.411569,0.316347,-0.173377,-0.313372,1.073923,0.125713,-0.604197,-0.173445,0.465041,-0.419076,-0.752151,-0.497195,-0.164827
0.083517,0.049526,0.372828,-0.037335,0.047098,-0.24418,0.967866,-0.9543,0.19681,0.529637,0.92175,-0.019758,0.13631,-1.39793,0.379624,0.018278,0.406722,0.292719,-0.10062,-0.4016,1.007631,0.022679,-0.800348,-0.133403,0.490692,-0.3928,-0.839095,-0.461751,-0.227838
0.098448,0.050063,0.385933,-0.031564,0.05538,-0.212758,0.975023,-0.894412,0.146592,0.506919,0.795187,0.037799,0.071182,-1.499997,0.38,0.000131,0.45859,0.295326,-0.100252,-0.516749,0.895557,-0.159209,-0.961803,-0.152148,0.541977,-0.370238,-0.95034,-0.39369,-0.320963
0.111565,0.05383,0.401509,-0.01295,0.044578,-0.163182,0.985503,-0.760748,0.035428,0.476868,0.619884,0.128862,-0.002515,-1.5,0.38,0.135455,0.478682,0.327824,-0.087814,-0.766371,0.609285,-0.418713,-0.89668,-0.222178,0.626291,-0.371633,-0.991847,-0.325753,-0.356559
0.118843,0.065285,0.409792,0.008209,0.039314,-0.083946,0.995661,-0.608704,-0.097025,0.446849,0.432999,0.306346,-0.082262,-1.5,0.38,0.268352,0.50407,0.474544,0.142803,-1.329034,2e-06,-0.71236,-0.303424,-0.181141,0.697887,-0.377023,-1.050822,-0.221845,-0.382654
0.127626,0.062781,0.413941,-0.001542,0.046279,-0.061124,0.997055,-0.585906,-0.052389,0.508566,0.409074,0.309938,-0.135076,-1.5,0.38,0.335791,0.439278,0.420184,0.143104,-1.384977,0.0,-0.774462,-0.382004,-0.112267,0.727205,-0.357222,-1.057541,-0.198789,-0.374819
0.136194,0.061618,0.411646,-0.004979,0.049501,-0.033425,0.998202,-0.539723,-0.020105,0.61199,0.328622,0.100777,-0.011908,-1.5,0.38,0.45472,0.390534,0.44636,0.287355,-1.414894,-0.0,-0.915705,-0.602195,-0.04029,0.747708,-0.351458,-1.083501,-0.165555,-0.398822
0.142035,0.060623,0.40954,-0.010711,0.047747,0.002886,0.998798,-0.527166,0.03912,0.702281,0.297013,-0.010164,0.071762,-1.5,0.38,0.47281,0.379619,0.468547,0.379071,-1.463528,0.0,-1.072356,-0.874102,0.043026,0.7786,-0.333592,-1.149621,-0.13469,-0.448449
0.147513,0.059597,0.408975,-0.012873,0.057313,0.043354,0.997331,-0.555668,0.100426,0.786861,0.300893,-0.026465,0.108361,-1.5,0.38,0.406888,0.405325,0.494318,0.38741,-1.539807,-0.0,-1.117633,-1.143641,0.111506,0.787024,-0.304944,-1.199985,-0.129743,-0.468651
0.155386,0.059979,0.404129,-0.016066,0.048624,0.085508,0.995021,-0.596575,0.162372,0.731462,0.39822,0.018876,0.135181,-1.5,0.38,0.326863,0.463882,0.522156,0.418687,-1.569423,0.0,-1.084139,-1.397231,0.201891,0.827959,-0.275017,-1.212266,-0.1425,-0.478198
0.16441,0.061982,0.39462,-0.014623,0.043194,0.130299,0.990426,-0.648788,0.170395,0.632457,0.596676,-0.044372,0.187411,-1.452555,0.38,0.305,0.479643,0.538429,0.448627,-1.592106,0.0,-1.038022,-1.640986,0.256804,0.859456,-0.250777,-1.180941,-0.165145,-0.478817
0.171773,0.063216,0.383539,-0.016445,0.041843,0.171389,0.984177,-0.681425,0.194922,0.670315,0.729823,-0.127675,0.173383,-1.386179,0.38,0.300574,0.484007,0.54715,0.44264,-1.577944,0.0,-0.961154,-1.8,0.284641,0.861679,-0.243739,-1.148402,-0.158137,-0.456115
0.178148,0.065616,0.37217,-0.016322,0.041807,0.20473,0.977789,-0.709489,0.20418,0.664675,0.835394,-0.132979,0.168865,-1.333595,0.38,0.35379,0.484063,0.531116,0.416158,-1.554951,-0.0,-0.871008,-1.8,0.331245,0.804027,-0.268537,-1.092826,-0.145433,-0.426455
0.185587,0.070605,0.364729,-0.017517,0.025295,0.233898,0.971774,-0.710215,0.215858,0.610557,0.923683,-0.148652,0.19165,-1.231606,0.38,0.431912,0.469579,0.510404,0.403159,-1.426662,-0.0,-0.825403,-1.8,0.396204,0.754513,-0.319663,-1.02309,-0.137517,-0.372789
0.188862,0.07585,0.360297,-0.013834,0.016974,0.274533,0.961328,-0.690992,0.196278,0.579619,0.964508,-0.389119,0.214581,-1.089709,0.38,0.548073,0.417171,0.508985,0.383584,-1.269593,0.0,-0.839166,-1.8,0.343079,0.655313,-0.365002,-1.023094,-0.141864,-0.372076
0.191041,0.079836,0.358605,-0.0116,0.017998,0.326476,0.944963,-0.691083,0.13971,0.497628,0.988226,-0.427922,0.177352,-1.056979,0.38,0.518938,0.481774,0.516763,0.2775,-1.058023,0.0,-0.959665,-1.8,0.261971,0.518918,-0.385043,-1.019906,-0.21404,-0.366544
0.192746,0.08402,0.36042,0.000605,0.028342,0.371859,0.927856,-0.679663,0.065188,0.437423,0.984143,-0.443359,0.115365,-1.041537,0.38,0.466717,0.568531,0.456363,0.17421,-0.817342,-0.0,-1.07402,-1.8,0.027072,0.384157,-0.420616,-0.995307,-0.336646,-0.368139
0.198403,0.086171,0.363113,0.00105,0.033181,0.3853,0.922194,-0.651563,0.021226,0.392169,0.933823,-0.393931,0.110976,-1.010818,0.38,0.465374,0.604367,0.400118,0.136752,-0.57277,0.224004,-0.995486,-1.783915,-0.092702,0.262505,-0.461807,-0.865689,-0.514395,-0.344708
0.205736,0.087313,0.365585,-0.010948,0.026037,0.403175,0.914687,-0.619896,0.012182,0.333248,0.895103,-0.373188,0.098596,-0.971681,0.38,0.45286,0.612543,0.357584,0.108944,-0.319931,0.518425,-0.790697,-1.8,-0.127517,0.17186,-0.496811,-0.731172,-0.6764,-0.279284
0.211791,0.088564,0.368591,-0.022624,0.022265,0.423716,0.905239,-0.597949,0.008444,0.275729,0.858239,-0.366616,0.072165,-0.94534,0.38,0.431118,0.615543,0.331105,0.083469,-0.126129,0.731173,-0.560427,-1.8,-0.103438,0.107415,-0.522436,-0.636159,-0.844631,-0.172534
0.215762,0.088942,0.371285,-0.028784,0.01595,0.450303,0.892269,-0.569881,-0.006181,0.206193,0.827739,-0.341516,0.065311,-0.916844,0.38,0.422562,0.621355,0.309053,0.075129,0.033905,0.905321,-0.300594,-1.8,-0.065346,0.077537,-0.549115,-0.586943,-0.999345,-0.075802
0.21893,0.08914,0.373712,-0.027167,0.011665,0.478413,0.877637,-0.532196,-0.034412,0.141655,0.795693,-0.317158,0.065372,-0.889992,0.379951,0.414832,0.633538,0.296105,0.062845,0.145361,1.023927,-0.098605,-1.799912,-0.114018,0.070613,-0.579185,-0.570858,-1.143901,-0.017224
0.220493,0.088868,0.376728,-0.018535,0.014902,0.500672,0.86531,-0.506194,-0.069346,0.101584,0.774292,-0.302494,0.054418,-0.856523,0.326875,0.414835,0.619427,0.28685,0.061788,0.131617,1.054279,-0.024584,-1.649868,-0.185956,0.067832,-0.591846,-0.5646,-1.28397,0.013403
0.222125,0.088555,0.378676,-0.011968,0.018705,0.517741,0.855249,-0.488855,-0.092614,0.075006,0.76025,-0.297315,0.047542,-0.827856,0.280845,0.407154,0.598374,0.291058,0.065906,0.109591,1.070121,0.049421,-1.489512,-0.20283,0.062311,-0.587895,-0.537177,-1.392743,0.02138
0.224775,0.08778,0.380414,-0.008739,0.020999,0.530388,0.84745,-0.476273,-0.103254,0.043489,0.75385,-0.267914,0.036888,-0.803169,0.251695,0.397883,0.581346,0.303239,0.07848,0.079594,1.088281,0.114307,-1.330189,-0.224258,0.060573,-0.563363,-0.489309,-1.478245,-0.00956
0.227138,0.086843,0.380993,-0.005105,0.028295,0.544328,0.838379,-0.472124,-0.122079,0.016427,0.750094,-0.244952,0.025607,-0.78736,0.211996,0.374895,0.558693,0.30898,0.100356,0.041444,1.09377,0.176941,-1.194138,-0.245617,0.048668,-0.529468,-0.447354,-1.531774,-0.04843
0.229994,0.085766,0.380132,-0.00146,0.031807,0.553772,0.832059,-0.464475,-0.128965,0.009306,0.750266,-0.262,0.019691,-0.769958,0.177695,0.337641,0.534718,0.295652,0.106078,0.007469,1.098961,0.240329,-1.047955,-0.269509,0.041246,-0.47604,-0.390165,-1.565761,-0.068003
0.232588,0.086032,0.379999,0.002835,0.034169,0.560065,0.827739,-0.451492,-0.146427,-0.006288,0.742321,-0.253038,-0.004995,-0.754824,0.152756,0.318514,0.518923,0.271659,0.108643,0.015795,1.100991,0.324096,-0.9691,-0.229916,0.04908,-0.434975,-0.322105,-1.578782,-0.10537
0.235786,0.086128,0.379476,0.00539,0.037209,0.567489,0.822522,-0.444331,-0.153178,-0.018558,0.743045,-0.242132,-0.003231,-0.744453,0.133476,0.300516,0.505208,0.249834,0.104506,-0.001654,1.098279,0.379704,-0.880121,-0.252586,0.056867,-0.39336,-0.265475,-1.570514,-0.090824
0.238252,0.086211,0.378396,0.008294,0.040288,0.572523,0.818856,-0.439794,-0.165027,-0.02809,0.744809,-0.22172,0.000734,-0.739518,0.119342,0.29083,0.502308,0.229437,0.097896,0.010979,1.098015,0.444645,-0.827718,-0.265416,0.066144,-0.356583,-0.238975,-1.543809,-0.057839
0.240604,0.086181,0.377366,0.009206,0.044691,0.577113,0.815388,-0.445528,-0.170446,-0.029512,0.754044,-0.224898,0.001582,-0.742302,0.109654,0.28675,0.510795,0.209309,0.096147,0.023544,1.083863,0.487234,-0.80319,-0.232012,0.073454,-0.321253,-0.214579,-1.499376,-0.06107
0.242617,0.08611,0.375165,0.011046,0.049703,0.58073,0.812503,-0.449898,-0.179501,-0.02596,0.76229,-0.220007,-0.003021,-0.75002,0.09314,0.270875,0.522813,0.167353,0.094167,0.036708,1.068693,0.531398,-0.788785,-0.228427,0.08573,-0.298072,-0.210136,-1.454896,-0.059868
0.244738,0.085851,0.373503,0.010696,0.054407,0.583481,0.810232,-0.458337,-0.180886,-0.016466,0.770286,-0.222121,-0.006032,-0.761423,0.091134,0.275369,0.544149,0.123971,0.097767,0.043971,1.058198,0.552815,-0.789259,-0.232472,0.091012,-0.286355,-0.212959,-1.402597,-0.093092
0.24719,0.086242,0.371356,0.01038,0.059984,0.585835,0.808141,-0.460843,-0.181434,-0.01549,0.769826,-0.224556,-0.005983,-0.774764,0.091838,0.285755,0.575066,0.086053,0.088545,0.053233,1.039913,0.571811,-0.80298,-0.226307,0.10763,-0.27573,-0.223072,-1.367807,-0.121092
0.249626,0.086742,0.370582,0.008114,0.067422,0.586194,0.807319,-0.465813,-0.180426,-0.019908,0.763416,-0.224746,-0.010299,-0.793923,0.086987,0.27136,0.600626,0.044473,0.074058,0.058184,1.021915,0.587777,-0.819856,-0.220409,0.124841,-0.275437,-0.22738,-1.345444,-0.141085
0.252179,0.088032,0.370755,0.008834,0.073242,0.584398,0.808107,-0.462054,-0.182875,-0.023858,0.753916,-0.211837,-0.011749,-0.803343,0.080105,0.270788,0.622114,0.026395,0.048821,0.070557,0.994805,0.59749,-0.84063,-0.213308,0.149265,-0.273447,-0.226677,-1.329113,-0.150573
0.25427,0.088531,0.370988,0.007449,0.077227,0.580219,0.810757,-0.45886,-0.178056,-0.025262,0.745334,-0.201416,-0.012715,-0.811236,0.069212,0.247394,0.629712,0.000488,0.030809,0.082584,0.977612,0.605741,-0.856233,-0.212854,0.150877,-0.281403,-0.245979,-1.30371,-0.149852
0.256438,0.08961,0.371602,0.007887,0.082015,0.575579,0.813585,-0.448184,-0.175335,-0.021495,0.722211,-0.204469,-0.023251,-0.808556,0.047387,0.226333,0.620553,-0.01632,0.017514,0.09833,0.955484,0.617847,-0.869859,-0.205285,0.157686,-0.293156,-0.251311,-1.276427,-0.154443
0.258948,0.090803,0.372913,0.007882,0.087778,0.569362,0.817349,-0.436675,-0.172569,-0.022693,0.69784,-0.198976,-0.030655,-0.802409,0.021046,0.187831,0.596383,-0.033104,0.006205,0.109912,0.925201,0.630635,-0.879034,-0.210672,0.156916,-0.301942,-0.25483,-1.253408,-0.141699
0.261387,0.092457,0.37401,0.009022,0.09181,0.560857,0.822757,-0.422343,-0.173677,-0.029357,0.679542,-0.177991,-0.033644,-0.792363,-0.008115,0.140623,0.567663,-0.065523,-0.002373,0.133219,0.895327,0.644239,-0.886816,-0.201567,0.156142,-0.314491,-0.256938,-1.232541,-0.137562
0.264219,0.094371,0.374736,0.010858,0.093115,0.549335,0.830327,-0.398741,-0.160599,-0.011694,0.656064,-0.169815,-0.039137,-0.770962,-0.025822,0.121526,0.540269,-0.073568,-0.015732,0.154504,0.861593,0.653777,-0.88134,-0.198715,0.152649,-0.32406,-0.25019,-1.209848,-0.132855
0.266911,0.096536,0.375791,0.014757,0.093351,0.535973,0.838928,-0.36964,-0.154596,0.00168,0.63013,-0.156777,-0.047062,-0.741729,-0.047722,0.057304,0.505802,-0.066884,-0.027409,0.179129,0.826566,0.67104,-0.863295,-0.195195,0.150925,-0.334955,-0.250155,-1.19112,-0.124951
0.269572,0.099119,0.376476,0.017725,0.097879,0.523693,0.84608,-0.346563,-0.152803,0.012863,0.60485,-0.132478,-0.051948,-0.723869,-0.081302,-0.011349,0.473249,-0.084917,-0.041219,0.198144,0.785161,0.675378,-0.845584,-0.182274,0.141504,-0.344045,-0.252245,-1.175724,-0.106776
0.272845,0.102159,0.377312,0.020963,0.103161,0.508994,0.854309,-0.324274,-0.155457,0.020663,0.584033,-0.107614,-0.05122,-0.70196,-0.097196,-0.055939,0.451702,-0.0728,-0.057853,0.208571,0.739984,0.676564,-0.81692,-0.179119,0.127635,-0.351436,-0.247417,-1.154579,-0.096618
0.276405,0.105833,0.38011,0.024739,0.106579,0.492904,0.863177,-0.302731,-0.151383,0.045745,0.574362,-0.085464,-0.059688,-0.674083,-0.11021,-0.098701,0.425938,-0.055567,-0.065766,0.225684,0.695673,0.67696,-0.784157,-0.176289,0.119457,-0.356319,-0.24232,-1.139089,-0.081308
0.280223,0.109702,0.383615,0.02929,0.107953,0.474295,0.873231,-0.280005,-0.155566,0.061577,0.571769,-0.060071,-0.060693,-0.64744,-0.123262,-0.147173,0.410647,-0.04161,-0.056416,0.236404,0.651607,0.676327,-0.735329,-0.179818,0.108228,-0.359754,-0.227946,-1.114926,-0.092976
